acc_x,acc_y,acc_z
-0.264088,0.453412,9.368496
0.266393,-0.094600,7.583108
-1.453237,-0.790242,8.456401
-1.350969,-0.563308,10.023281
-0.546255,0.389053,10.361762
-0.307271,0.596079,10.159969
-0.282266,-0.010675,11.663890
0.301342,-0.656595,12.124687
1.508292,-0.927120,10.554571
1.641874,-0.972057,10.894631
1.808700,-1.639365,11.701394
3.044804,-1.014993,10.170171
2.678717,-0.504862,8.446183
0.612946,0.203187,8.940928
0.539655,0.701632,9.483456
-0.680096,0.611187,11.101045
-0.463788,0.406082,12.101468
1.581586,-0.313713,10.126710
1.449444,-0.895117,8.402350
1.131801,0.269667,9.510040
0.420373,0.200816,12.393892
0.178377,0.847602,13.472459
0.356625,0.723491,11.861583
1.149000,0.532447,7.971007
0.866742,0.290508,5.619110
-0.862495,0.451398,8.806794
-0.230905,1.204019,8.885256
1.259814,0.818333,5.191396
-0.347511,0.257863,6.207973
-0.802056,0.410036,9.457949
0.042037,0.787111,10.857415
-0.043201,0.387468,11.206786
-0.362204,-0.421733,11.108319
1.064725,-1.085242,9.045508
0.352839,-0.844903,8.748888
0.211581,-0.644718,9.379709
0.303633,0.001831,8.233818
-0.854654,0.559677,8.673091
-0.080135,0.728231,9.456214
1.779033,0.055020,7.937311
1.452206,-0.680549,8.769380
1.204889,-0.393570,10.540567
1.684942,-0.764641,10.849661
1.410478,-1.004764,11.157766
1.887072,-0.743227,12.569088
1.357020,-0.610908,12.436190
0.258578,0.917171,12.866637
-1.106158,1.718189,13.696153
-1.069365,1.503186,12.883078
-0.758614,1.328613,9.898959
-1.689180,1.485422,8.977646
-2.586543,0.552094,9.538732
-3.097169,0.283416,10.945496
-1.962000,-0.473256,11.508877
-0.566284,-1.088749,12.583385
0.121912,-0.801193,11.298176
0.176356,-0.438628,8.613994
-0.535823,0.397788,9.112903
-0.110337,0.628094,8.401220
0.658426,0.498225,7.538726
0.413330,-0.420159,7.853759
0.067779,-1.072634,8.988529
-0.319826,-0.522668,11.233268
-0.517853,-0.786521,12.419468
-1.318767,-0.514392,12.219310
-0.704631,-0.796986,10.708030
-0.034349,-0.299012,9.707567
-0.627402,0.031907,10.353537
-1.150251,0.205524,9.347930
-0.745093,0.906817,7.998231
-0.434206,0.471081,9.545405
-0.111063,-0.185634,12.242570
1.195073,-0.537396,11.814140
1.823847,-0.286690,8.633028
1.259417,-0.250794,8.129099
1.518966,-0.143074,10.258225
2.029573,0.293874,10.469444
0.776897,0.094236,9.467335
0.749997,-0.408983,7.175051
0.983083,-0.884064,6.609688
-0.659020,-0.970303,9.032695
-0.903553,-0.824463,10.945496
-0.902973,-0.374961,10.680063
-1.144496,-0.024574,8.443509
-1.393880,0.487848,7.898272
-1.546664,0.691855,11.369112
-1.128896,1.566824,13.480191
-0.374882,1.357696,12.178312
-0.914758,0.098387,12.114307
-0.501087,0.245793,11.671316
1.175565,0.517589,8.736651
1.005852,-0.088777,7.769723
0.740386,-1.004980,8.974929
1.063038,-0.853552,8.784145
1.504876,-0.358303,8.090397
0.896605,-0.545370,9.030627
0.151650,-0.764219,10.679116
0.179955,-0.322641,10.582783
-0.062854,0.059044,10.581619
-0.922179,-0.296633,9.620301
-1.545266,-0.298596,9.826999
-1.534664,-0.646411,9.896725
-0.894119,-1.097405,9.494295
-0.969016,-1.352507,9.647423
-1.336265,-0.484665,9.839311
-0.768930,0.815747,10.272910
-0.347650,1.163924,8.862394
-0.131566,1.191030,7.463161
-0.358337,0.827610,7.977647
0.232560,0.097203,9.866640
0.049913,0.481339,11.747120
0.060532,0.164579,11.839643
1.141131,-1.066309,10.440467
1.171740,-1.662851,8.902397
1.001350,-0.300131,7.857339
0.821926,0.771955,8.983419
0.835409,0.717710,9.045945
1.271954,0.647325,9.473725
1.814688,1.109865,9.363903
1.725909,0.808709,8.904857
1.429213,0.121387,7.915974
1.376437,-0.928219,7.724841
1.148180,-1.455621,9.332634
0.767996,-0.622170,9.623077
0.335061,-0.128605,9.666421
-0.614980,-0.259424,10.115529
-0.847602,-0.962220,12.040104
-0.967765,-0.026919,14.600880
-0.734509,0.788357,13.681135
-0.949479,0.841226,10.002278
-2.064005,0.846774,7.891657
-1.015207,1.027254,6.564043
0.460138,1.639251,7.240523
1.052326,1.196115,9.258904
0.791764,0.537553,11.264503
-0.146556,0.105335,12.682477
-0.905612,-0.332616,12.684184
-1.469005,-0.218855,13.278083
-2.411415,-0.243301,13.649478
-1.848690,0.207731,12.482148
-1.445429,-0.193312,12.173161
-1.763281,-0.422180,13.369669
-0.468701,0.022297,13.498481
-0.704485,0.973436,12.881468
-0.224673,1.148078,11.029646
0.896896,0.685159,7.169363
0.590486,0.206801,4.543825
0.898884,-0.208005,4.713563
1.333610,-0.807185,4.983818
0.914304,-0.752168,6.954655
0.421277,-0.298730,10.478749
0.232720,-0.809873,11.606600
-0.515611,-1.285053,11.277005
-0.592522,-0.556679,9.380887
-0.433896,-0.350430,9.089926
-0.277760,0.055262,10.507066
-0.265706,0.209389,11.778176
-0.118463,0.973596,11.956073
-1.037454,0.453348,11.779381
-1.244087,-1.065790,11.589953
-1.153467,-0.567096,11.095823
-1.252291,0.035534,9.287020
-1.086955,-0.564171,8.654981
-0.637285,-0.902463,9.205876
-1.430143,-0.387372,9.456243
-1.595958,0.176717,8.666521
-0.950472,0.788179,7.913814
-0.851851,1.362200,8.929199
-0.941800,1.158165,9.572781
-0.417572,-0.373328,9.674936
-0.447968,-0.645648,9.722491
-1.225036,0.081257,8.795966
-1.535427,0.692751,7.823173
-1.085270,0.995590,8.046678
-0.715098,0.722798,9.125109
-0.884050,0.046099,9.888985
-0.743729,-1.050266,10.889677
-0.054029,-2.161625,10.097465
0.189580,-2.231643,8.806796
-0.822379,-1.672181,9.016312
-0.237209,-1.473211,8.634449
0.191544,-0.903476,8.794903
-0.328176,-0.190841,10.750664
0.050764,-0.512055,11.010906
0.129344,-0.722817,11.078440
-1.077188,-0.712078,12.905402
-1.152651,-0.130766,13.058661
-1.384833,0.985695,10.518564
-2.104977,0.785055,10.167893
-1.907585,0.401259,11.285417
-0.249048,0.408752,11.017621
1.692210,0.043936,9.896521
3.025263,0.083585,6.828355
2.463925,0.193652,5.094541
1.739005,-0.491756,5.276469
0.986958,-0.408732,7.102632
-0.701048,-0.119589,9.597506
-0.327360,-0.418579,11.301976
0.287012,-0.604938,12.319418
-0.106042,-0.504658,12.015553
0.082041,-0.043157,10.212111
-0.478395,-0.079837,8.512160
-1.369359,-0.571632,8.352397
-1.515481,-0.069780,10.083714
-1.257848,0.500934,11.848525
-0.245573,0.405001,10.858188
0.673735,1.115284,9.667123
1.085325,0.424896,11.176307
1.808957,0.072868,12.610275
2.311824,0.338526,11.847696
2.122060,-0.410638,10.280796
1.465706,-0.523864,9.864224
0.616093,-0.645876,8.896047
-0.322214,0.304059,8.950216
-1.675259,1.380981,10.057581
-1.963500,1.400708,10.706098
-1.353632,1.576982,10.131790
-1.020932,0.972827,9.783006
0.398507,1.119392,9.655177
0.431352,1.674217,9.355029
-0.291736,1.759794,10.127745
0.897734,1.323782,9.056678
1.402324,1.117152,7.179208
-0.673810,0.799463,8.923739
-1.676268,1.098139,10.829089
-2.048270,0.360232,10.732959
-1.758013,-0.135023,9.974184
-0.750367,0.121205,8.564280
0.242333,-1.195672,7.402657
0.241409,-1.665217,9.015964
-0.118537,-0.863067,10.424632
0.271828,-1.132740,9.591235
0.612125,-1.805550,9.647323
0.296253,-0.423008,10.093530
-0.253474,1.030122,10.376538
-0.104394,2.110605,9.443901
0.474455,2.035181,9.047690
1.973344,1.386259,9.379460
1.759492,0.121918,9.237448
1.125245,-0.397661,7.940387
-0.430635,-0.227267,7.107365
-1.872770,-0.275887,7.068393
-2.495915,-1.056643,9.124817
-1.281012,-1.188021,10.172340
-0.219439,-0.854822,9.484981
-1.137896,-0.564338,10.708039
-0.988754,-0.170304,11.163012
-0.435813,0.064823,10.357449
-1.262345,-0.076305,10.406605
-1.214150,0.034329,10.843364
-0.494510,0.086036,10.530315
0.112295,0.183174,8.647138
0.327538,0.400361,7.895847
-0.888964,0.254446,9.181058
-0.695857,0.085251,10.796384
-0.054732,0.517290,9.678532
1.124147,0.337208,6.091244
1.806381,-0.081307,4.477080
1.515974,0.738228,5.319961
0.296034,1.315264,6.776096
-1.144859,1.870169,8.901949
-1.433303,0.958068,9.718743
-1.917950,-0.204433,11.096258
-1.470477,-1.383489,12.369841
-1.333328,-1.409684,13.077317
-1.713691,-1.482819,13.400728
-2.113713,-1.929980,12.933469
-2.846449,-1.340000,12.878645
-1.697838,-0.724974,11.780562
-0.149576,-0.528054,11.202157
0.339758,-0.710293,10.320218
1.815407,-1.176916,8.186628
3.419595,-0.991215,5.840226
4.092510,-1.490664,6.257131
3.998135,-1.589191,10.077182
4.255665,-1.828160,13.231521
3.873610,-1.601138,14.199892
3.618519,-1.274341,13.883707
2.196557,-0.971862,12.806246
1.306542,-1.181447,12.049431
1.120131,-0.392793,10.880716
1.453651,1.159967,9.224126
1.302016,1.468717,8.699511
1.850385,1.606057,8.823732
2.326099,2.364647,9.330282
2.613031,3.487014,9.711412
2.554946,3.609446,11.929281
1.340125,3.465627,14.705543
2.559846,3.754942,14.645763
4.071523,3.969373,12.456392
4.107136,4.776804,11.346606
3.696323,5.450736,11.417372
2.821627,5.049044,10.753140
2.192281,4.150182,8.475270
0.877479,2.005146,7.787161
0.634884,-0.229686,8.626313
1.879009,-2.321363,9.951522
3.373909,-5.398355,10.092712
4.597299,-8.305800,7.585722
3.272166,-8.060894,6.517846
-1.122948,-5.179677,6.782614
-5.852831,-2.410247,5.324035
-10.355218,0.736398,4.836356
-14.205917,4.242781,5.273187
-15.183433,6.593286,7.234441
-14.298826,6.217292,11.295630
-10.654860,4.143041,14.039314
-4.210780,2.701672,13.406368
2.372983,1.324536,10.528151
8.590946,-1.106241,7.936804
12.617606,-4.285271,5.463953
13.147796,-6.763797,3.448808
10.738154,-5.979758,3.953559
7.460159,-4.598919,6.770690
3.433826,-2.624380,9.266003
-2.691402,-1.218814,13.573450
-5.317548,-0.889176,15.783646
-4.923509,-1.343795,14.425393
-5.514318,-2.206665,12.432299
-7.625305,-1.490151,9.600739
-10.404920,0.592954,7.037891
-11.995174,1.876773,7.195832
-10.215328,1.624024,9.691886
-5.962830,-0.832848,11.594286
-2.144530,-3.350152,12.497301
2.204695,-4.094691,10.780356
6.432363,-2.411313,8.894817
7.946813,0.672437,6.782402
7.766920,1.045627,6.346251
7.755429,0.437422,6.668812
7.183780,0.226174,6.777044
5.215535,-1.056921,9.977643
4.273323,-2.002455,13.346176
2.789719,-1.975155,15.722597
0.869873,0.108680,16.361548
2.470000,0.733013,14.615554
6.258403,-2.288664,13.080838
7.260554,-6.017737,11.428222
3.916340,-5.250753,9.944144
-0.186169,-0.781393,9.055429
-6.357177,2.928444,8.781688
-11.998882,4.891686,9.786997
-13.410215,5.824299,11.189345
-11.460451,6.897041,12.638810
-8.988468,5.287690,13.230059
-6.938562,0.957252,11.343410
-4.302611,-3.639251,6.952643
0.464559,-5.454048,5.328650
3.999331,-4.604656,5.565722
3.892646,-2.251007,6.838910
3.338475,-0.666261,8.481050
3.560389,0.456852,10.301096
4.597701,1.732182,11.453034
6.438241,2.419208,10.991431
6.811141,1.579459,13.650161
6.066583,0.355579,16.932796
5.139295,-0.699969,18.453983
3.066937,-0.526283,15.269718
0.822582,-0.731189,9.092462
-2.392854,-0.875431,3.507921
-6.801968,-0.743990,-0.519897
-10.421718,0.376828,0.237935
-11.708318,2.449528,3.382483
-10.060704,2.459161,4.284753
-6.871358,1.998081,5.407538
-3.508586,1.974477,8.952461
0.597078,1.169594,10.712797
1.494477,-1.291472,11.025832
-0.059325,-3.054300,14.073325
-1.590837,-3.428432,16.932124
-3.226452,-3.501184,19.758535
-5.340222,-5.453528,19.112797
-6.656094,-7.761285,15.133003
-7.539822,-7.267443,10.636125
-7.090230,-4.378356,5.947023
-6.090460,-1.583251,3.503483
-3.530486,-0.664973,2.942244
0.704615,-0.467124,2.539398
2.560509,0.856581,4.428208
2.634490,3.817684,7.982819
3.152137,6.408723,10.195640
3.214178,8.254892,11.907586
2.817429,7.849155,14.227429
3.107733,6.808254,15.839701
2.642954,4.174928,15.018586
1.372523,1.303691,15.609584
2.650826,-2.081633,15.017390
4.968534,-5.992887,12.585194
4.933219,-8.760425,7.524695
2.621408,-8.799439,1.524175
-1.137422,-6.434629,-0.931129
-5.444477,-1.754094,2.865459
-5.430658,2.600635,8.708221
-2.341848,5.135909,10.550673
0.296820,4.832677,10.992887
2.274239,2.866493,11.785627
4.303488,1.451467,11.795522
5.620114,2.885758,6.904388
5.966276,3.688633,0.564238
6.174464,2.703869,-0.076364
7.215910,1.897724,3.554228
5.629938,0.199472,9.432280
4.439284,-1.235957,11.887767
5.268038,-1.856592,9.990537
5.587470,-2.518089,10.538042
7.952959,-2.029859,11.829883
9.117286,-1.508635,10.105737
8.284608,-1.298337,7.655008
6.634054,0.028324,8.103169
4.811334,2.427001,9.680943
3.127171,4.573680,9.546565
0.324912,4.852215,11.773766
-0.676128,5.517287,15.457277
1.706464,5.158038,16.046742
2.699516,3.332947,13.243136
0.639693,1.444740,9.464364
-3.229835,0.605150,9.234677
-6.194908,2.777447,9.774671
-5.700123,2.510523,7.087233
-4.038174,0.307252,4.083527
-1.279438,-1.025923,3.333620
1.704979,-2.279721,4.195785
2.707442,-1.740669,6.477549
2.212711,-0.355737,9.864742
-0.214874,2.504589,15.523828
-1.050914,5.063385,17.445265
-2.534521,5.676163,19.420296
-3.545853,3.728980,19.628352
-2.561277,1.440914,16.532899
-3.118893,-0.883207,13.546762
-2.925786,-3.108004,8.511660
-2.323320,-2.887934,4.174320
-4.032184,-2.603448,5.402436
-3.668179,-1.131338,7.829741
-3.871994,0.665046,8.181323
-3.166132,0.209194,6.203152
-2.279307,-1.792181,5.828755
-2.044034,-3.124333,8.237562
-1.930135,-2.953223,11.183448
0.473315,-2.264455,10.619433
3.969690,-3.324984,7.665512
5.277166,-4.112744,6.420006
4.846802,-2.637755,8.959187
3.302503,-1.174400,10.324960
2.802257,-0.143913,9.274707
2.518281,0.460218,7.103167
2.477485,1.010225,6.201062
2.937578,2.446511,6.470436
1.289929,2.207214,7.378695
1.926859,0.474946,8.012692
3.429154,0.768840,11.644248
4.509916,-0.022332,16.874941
6.467510,-1.152579,17.311130
7.638729,-1.059334,11.919954
6.601765,-1.509146,8.242406
2.294002,-2.661613,9.898959
-2.130294,-2.271293,8.555736
-6.253992,-2.425263,7.562691
-9.401294,-1.347614,9.578137
-7.861252,0.927122,9.037815
-6.977175,2.748084,10.072248
-6.673774,5.264265,9.173210
-5.147110,6.140536,3.700770
-5.218035,5.082218,2.961924
-6.376305,2.100676,10.351942
-5.760568,-0.081201,16.246036
-2.993602,-0.643637,13.242371
-1.343267,-1.784488,9.697981
2.181301,-3.346269,9.400004
4.202449,-4.227095,10.384518
3.626863,-4.348604,12.229154
2.188591,-3.158558,12.489760
1.495621,-1.536475,10.195473
-0.600197,0.249663,10.184967
-3.016220,3.346269,9.590743
-4.389833,2.942309,12.680741
-3.738051,0.009149,16.867431
-0.241260,-4.268597,15.060963
1.253765,-7.553143,16.040862
2.362127,-7.385882,17.761975
3.871118,-4.515428,15.055342
1.236748,-1.665796,10.765867
-2.288873,0.028477,9.219387
-3.060466,2.693099,6.795195
-3.974148,3.250860,5.100016
-2.756337,4.315911,5.905915
-0.852071,2.478104,2.547880
-1.922443,0.562798,3.584771
-3.239659,1.154530,6.114073
-1.505251,0.225011,7.091034
-0.771160,-2.642664,9.166291
-0.818207,-3.983780,9.959929
0.724520,-2.546246,9.389929
3.630343,-1.828520,7.950599
6.170544,-2.404962,7.345104
7.092703,-4.408645,8.179564
6.020165,-4.376382,10.131226
5.927336,-2.865724,10.822468
5.167830,-2.250981,10.487652
0.809773,0.482363,8.261447
-5.036962,2.180027,7.866063
-10.962479,3.730986,11.820902
-13.811927,3.613363,18.184807
-12.172773,3.608398,16.616179
-6.643434,1.824570,9.091508
-3.607319,0.353064,6.299687
-0.000729,1.133694,4.238758
2.988623,4.521801,3.153313
4.002346,7.892432,2.618356
4.285924,6.688543,2.161577
4.553831,3.817535,3.777975
3.849608,-0.530597,3.757144
3.867502,-3.589819,2.972491
4.073837,-8.089139,4.673720
5.660605,-12.480351,10.240110
6.380052,-12.153460,14.306170
6.991506,-9.333725,11.148915
6.086124,-6.039407,8.458837
1.526377,-3.301802,13.383416
-0.336036,0.350469,17.818916
-1.024722,2.792034,19.238854
-2.185903,4.725991,17.523832
-0.415944,4.875581,11.528177
-0.015410,4.528244,6.741267
-1.486706,3.052321,11.005135
-0.131444,3.003489,16.865157
2.085144,2.749408,16.798334
1.879105,1.965617,14.678826
2.262687,1.239951,13.648711
3.020785,2.119751,10.549105
0.826034,2.894286,7.231920
-0.592751,3.338510,7.579690
-1.370422,2.314852,10.896462
-3.816176,2.740792,15.059009
-4.418308,3.171317,14.667524
-4.658773,3.375914,10.185993
-2.238399,4.197323,4.145863
-0.612989,5.383881,0.760734
2.206368,5.924293,0.792653
2.184538,6.427752,5.242308
1.347682,8.093464,8.599672
2.208437,8.467669,7.565091
2.331851,7.343455,8.332189
2.340694,5.838695,8.791897
1.545229,4.566763,8.759396
-0.333884,5.450781,10.362527
0.705061,5.356840,10.869533
4.597267,2.923420,8.017015
8.484813,0.198557,6.891329
6.943758,-1.064340,9.125171
4.966662,-0.214033,10.776816
3.158123,1.556265,11.175676
0.429851,1.931869,11.858606
1.136333,-0.990495,11.358429
2.749624,-3.498956,9.807448
2.700997,-6.795366,9.061054
1.326762,-6.665140,11.340366
1.803619,-5.123304,11.458641
1.732099,-5.231721,12.416942
1.566462,-4.557720,12.847715
0.337092,-3.555598,12.169450
-1.061860,-2.766909,11.983598
-1.091255,-2.480579,9.249003
-1.089717,-1.877518,4.893895
-0.441207,-2.348546,1.562808
-0.650692,-2.436381,2.746202
-1.855197,-3.647847,7.627593
-2.044165,-3.215190,10.783353
-4.500674,-1.393605,12.305923
-8.026019,-1.866651,12.111392
-10.302652,-3.699883,14.109782
-12.010197,-4.286598,17.659589
-8.199269,-5.203760,14.175158
-3.473826,-6.202888,11.553365
-2.146131,-6.199284,11.489218
-0.727900,-5.834041,12.239777
-0.629693,-4.313794,14.512759
-1.955428,-2.798869,17.742789
-0.495919,-0.185616,11.356181
-2.258792,1.271343,5.417851
-3.684346,2.454686,8.969517
-3.537748,4.217415,10.164640
-3.804677,4.343017,11.454787
-2.956777,3.471072,14.120357
-1.925267,1.778111,17.691140
0.528172,2.712977,16.592107
3.904616,1.853725,14.149093
6.741942,2.134609,13.710231
10.286636,0.383462,9.144925
9.563678,-0.284681,5.882381
4.810658,0.052807,8.053561
1.999832,-0.020712,9.987298
1.960304,0.912099,7.823532
2.173560,1.094576,5.283916
2.660841,-0.933793,1.342115
2.544242,-3.828613,1.112946
1.746357,-2.867739,5.208753
1.468602,-1.138118,9.130027
0.310910,0.603414,12.596907
0.974708,-0.440349,11.858694
3.042043,0.732567,6.313031
0.572842,3.623929,1.958042
-0.923736,6.530696,1.333472
-2.933019,6.302381,5.412179
-2.126532,6.394453,12.528536
0.009625,6.077207,12.829105
1.688021,3.338784,12.178396
1.398694,2.227298,14.887029
2.867712,1.246785,13.467962
5.148441,1.102846,10.317856
4.452223,0.207226,6.790581
2.467966,-0.990937,7.504648
-0.466155,0.324728,10.154438
-2.766401,1.950281,9.979046
-7.181499,3.037178,9.890870
-10.144393,1.786556,13.093661
-10.174672,1.435281,14.002678
-8.757187,0.157650,9.922470
-6.229338,-2.774742,6.512972
-3.447357,-4.178571,5.581443
-0.423140,-5.206721,5.523372
-0.649866,-5.970139,9.071485
-0.659806,-5.351906,11.226210
-0.057234,-2.634654,6.302137
-3.079825,-0.133778,8.574207
-3.347115,2.170984,10.229388
-2.438762,4.228113,13.713423
-3.854228,4.597293,19.960359
-2.788708,5.443474,18.704397
-2.763156,5.006543,17.885894
-2.674195,3.413918,17.294976
-0.741621,1.972041,12.005655
0.316137,-2.445571,7.681776
1.537894,-5.663118,9.819427
3.221011,-8.053112,12.112179
3.817576,-10.156653,14.769033
5.802385,-8.923112,14.263697
5.644755,-7.486848,14.688499
5.975781,-5.498554,11.452971
3.885392,-2.668520,7.736345
0.683617,0.583948,10.555959
-0.607283,2.658255,10.435755
-1.678897,5.556228,10.438319
-2.884353,7.027323,11.847597
-0.635304,5.772032,8.961440
1.428944,6.157828,5.718806
3.831634,3.492099,4.058795
4.788260,2.749190,2.720664
0.581358,3.493734,1.641691
-2.355640,3.727665,5.286872
-1.346355,2.403299,8.584557
1.256289,2.434502,7.366706
2.474133,1.018316,8.546582
2.547622,0.376104,10.321579
3.458427,-0.055595,9.038856
0.681448,0.541968,7.804927
-1.497525,1.929842,7.805087
-0.948861,1.105858,5.347149
-0.169445,-0.175379,5.914557
0.365952,-1.945169,5.866303
2.365761,-2.519407,6.627663
0.970744,-2.186485,14.273679
0.354216,0.640072,21.256811
0.888682,4.096739,17.977149
-0.741671,3.804098,7.612121
-1.251265,0.750697,4.397060
-2.040092,-1.360333,5.307553
-1.348778,0.041234,8.656302
-4.155248,0.537806,16.028802
-3.367799,-0.011403,17.028350
-1.516718,0.061383,15.120812
-1.419936,0.923127,12.863554
-0.631457,0.859532,9.732806
-1.572989,-0.548382,5.740132
-1.197945,-3.366614,2.348632
-0.939838,-5.810349,1.438301
-1.049601,-7.239289,4.002813
-2.037207,-8.386146,10.709057
-2.204254,-5.060714,17.368812
-2.544703,-1.587534,19.476422
-1.078131,2.034071,18.693894
-0.299420,5.226949,16.334631
0.673715,8.027729,12.800504
2.838162,8.139608,9.695534
4.422238,6.247072,10.670961
6.189319,3.871651,14.803351
6.735018,1.426328,14.079802
5.381582,-1.445078,9.236062
2.381521,-1.339277,6.991219
0.626747,-1.100174,4.106325
-0.506790,-3.160536,1.607608
-1.429472,-6.539408,3.047319
0.026961,-9.241966,8.379200
-1.060100,-7.922232,10.969092
0.618887,-4.295672,6.408390
1.756443,-1.436963,0.224263
-0.327131,0.412680,-2.919208
-1.368707,-0.141639,1.841110
-1.619591,1.313048,7.620033
-1.041939,2.062132,10.633778
-1.023237,1.614717,12.635257
3.465830,0.426919,10.630758
5.169427,-0.925134,9.965636
6.004810,-1.310271,12.211427
3.663390,-0.990083,12.152878
0.309146,-2.118683,12.282883
-6.032305,-0.896191,16.305076
-6.630573,2.401999,15.958431
-7.568649,3.336916,13.907716
-8.735588,1.996233,11.004406
-5.185953,-2.085820,6.564918
-3.092650,-2.936743,4.538527
-0.590290,-1.789992,1.784177
-0.610679,-0.332264,1.709588
-4.583285,0.978131,4.530675
-4.939972,1.165761,4.391579
-4.550314,-1.286836,10.193159
-4.545282,-2.447562,19.730056
-3.187520,-1.737823,22.365079
-2.244252,-1.245795,16.264376
-1.551638,-2.466860,11.363406
-0.177479,-0.521490,13.090284
-0.095384,1.991880,17.170631
1.634599,4.303453,17.486238
4.671410,6.601689,10.611306
6.771684,6.321831,3.546056
6.646277,5.680106,1.651023
6.314650,5.351701,2.593536
5.339572,2.544672,3.454884
2.285032,1.350153,5.433130
0.594286,0.461041,9.840344
0.900176,-0.037082,12.328190
2.773469,-0.348783,9.919438
4.233898,-0.226521,2.354915
4.096057,-1.370312,1.834256
4.006449,-0.972090,7.188070
4.835604,0.336625,9.813489
3.800670,0.102216,11.466361
2.237089,1.381754,11.453600
3.696484,2.913583,6.625413
0.804217,3.731092,4.027145
-4.707053,3.941230,10.242967
-4.673642,1.801123,13.831327
-2.913031,-0.941019,11.882657
-2.493479,-1.509937,7.601807
-3.648792,0.799898,6.202571
-4.527225,2.106407,6.207052
-3.947666,2.273160,4.115897
-2.340205,0.664818,5.592671
-6.932797,-1.678675,13.116344
-8.015481,-2.713326,17.984528
-4.255417,-2.862980,17.213016
-4.748359,-3.062991,16.592570
-0.914057,-4.714025,10.497667
0.443187,-2.668746,9.476091
0.425340,-1.247147,14.359150
4.560723,-1.200977,15.663580
6.869544,1.443096,14.158282
6.724096,2.122123,15.117668
4.977718,1.273061,14.842818
1.097023,2.418961,11.887772
-3.011790,5.072209,10.146147
-1.863889,5.007463,7.462560
-3.278003,3.207593,14.075983
-4.705059,4.814173,23.657528
-2.802921,5.549169,23.843207
-4.478664,5.807418,15.718670
-4.285612,5.105403,7.206697
-3.444931,3.552798,4.585884
-4.817323,3.094194,6.367313
-7.055767,0.238491,10.448318
-5.542633,-3.280697,10.154174
-2.761275,-5.641554,4.662700
-0.287980,-5.476043,3.972381
1.450790,-4.685833,4.256749
4.707685,-4.745120,-3.953958
3.314473,-3.744768,-7.637955
0.716644,-2.842552,-2.941665
1.450004,1.465837,1.555770
1.896815,6.826681,5.354282
2.031649,6.085010,6.479368
2.758705,4.561949,5.228917
1.980012,3.403212,7.842954
1.105549,3.043673,14.474525
1.762581,2.105148,15.899949
1.493078,-1.359902,5.632008
0.864457,-5.468963,4.479876
-0.456633,-5.785414,15.823244
0.925167,-4.138695,17.664278
4.465194,-2.421048,14.668549
6.710640,-3.064607,14.297577
8.188710,-2.636138,13.137551
5.124236,-0.127363,12.201069
1.648426,0.177539,13.712671
-0.802114,0.170306,14.268179
0.340858,1.126289,8.573827
1.650282,2.919686,7.980999
1.661418,3.889177,8.564874
3.095651,4.110030,5.594796
0.102164,4.227435,10.394196
0.514313,2.424866,10.221334
4.350736,-0.482261,3.506844
3.637667,-1.276098,3.061272
4.695210,-3.331008,-2.759001
4.001743,-6.133400,-9.122400
0.175763,-5.432735,-3.916157
0.002869,-5.962907,2.929308
-1.973305,-6.007417,5.839369
-4.427819,-2.497226,5.411276
-7.358012,0.600984,8.974942
-8.783485,-0.124936,12.768411
-6.923328,0.452140,13.127980
-5.691103,0.539140,12.557170
-4.325063,0.922382,11.780227
-1.168104,-0.180903,10.601325
1.618638,0.419741,8.125793
5.243031,0.471897,8.187950
5.276954,1.418368,16.611407
7.751969,3.142497,16.866649
9.425152,2.166307,9.231217
7.556304,2.904667,7.652975
7.473422,2.764560,12.628059
9.038356,2.692637,17.181581
10.248303,2.963692,16.249739
10.998161,1.439910,12.625947
7.558510,0.008129,11.776267
3.053363,0.031130,14.343438
-1.127078,-2.943125,17.360391
-3.599133,-2.706054,14.859707
-4.635628,-5.233953,12.234318
-3.548707,-9.466184,14.073094
-1.674214,-11.497708,11.199239
-1.175517,-8.692295,8.889550
-5.896504,-5.120670,15.632233
-9.090377,-2.490246,19.684394
-10.161856,0.147453,19.338824
-10.573143,-0.457708,19.602281
-7.487081,-3.448888,18.604465
-5.914192,-4.300932,10.550353
-1.502735,-2.188263,3.346445
-0.255762,-2.889997,4.414784
-1.217165,-2.264683,6.807591
-4.629754,1.018518,11.349204
-2.934651,1.945306,11.436543
-0.968922,1.153537,7.793265
-3.379431,1.883357,9.362916
-6.139759,4.120589,15.394675
-5.131394,5.060590,21.597755
-1.294887,5.657395,20.043954
1.209422,6.053744,16.430716
0.708207,6.119942,17.966516
1.822624,5.695740,20.082231
1.372409,4.456104,18.032880
-2.228649,3.791826,14.820440
-1.661210,2.876968,9.771180
-2.852366,1.328410,4.654880
-5.902803,-0.884641,6.928819
-4.616162,-1.933323,9.584883
-4.504591,-0.685407,7.953610
-3.952734,2.295764,5.178607
-4.009778,4.784560,4.628456
-4.573775,6.046837,3.428882
-4.431174,6.476389,0.932639
-4.779442,7.081925,1.160862
-2.937356,5.522332,1.353216
-1.232695,4.504743,0.258859
-2.488035,2.264212,0.357861
-2.866548,2.257538,3.096862
-3.289682,4.330465,9.306079
-1.852531,5.980978,12.992536
-1.663957,4.361140,11.977702
-1.999221,1.193250,10.371448
-0.728541,0.639237,9.727692
4.920939,0.515042,8.556922
