acc_x,acc_y,acc_z
-0.023561,-0.048559,9.813393
-0.024043,-0.048697,9.812839
-0.023232,-0.048408,9.812883
-0.023281,-0.048484,9.813120
-0.023019,-0.048196,9.813089
-0.022992,-0.048274,9.812585
-0.022647,-0.047648,9.813523
-0.022966,-0.048530,9.812988
-0.022392,-0.047925,9.812535
-0.022720,-0.048187,9.813186
-0.021916,-0.048078,9.812682
-0.022438,-0.047184,9.812667
-0.021797,-0.047750,9.812813
-0.022448,-0.047643,9.813027
-0.022364,-0.048637,9.812355
-0.021594,-0.047874,9.813049
-0.021467,-0.048415,9.812160
-0.021479,-0.048194,9.812052
-0.021891,-0.049078,9.811702
-0.021748,-0.048528,9.811918
-0.021116,-0.048842,9.811672
-0.020893,-0.048299,9.811604
-0.021375,-0.049085,9.811869
-0.021553,-0.049181,9.811430
-0.020615,-0.049119,9.811606
-0.021407,-0.049294,9.811415
-0.021308,-0.048526,9.812460
-0.021955,-0.049167,9.811253
-0.021481,-0.049056,9.812005
-0.021763,-0.049244,9.812702
-0.021784,-0.049796,9.811670
-0.022286,-0.048747,9.813002
-0.021817,-0.049636,9.812672
-0.022063,-0.049074,9.813466
-0.021538,-0.048612,9.813639
-0.022218,-0.049182,9.813229
-0.021628,-0.048957,9.813474
-0.022057,-0.048945,9.813425
-0.022077,-0.048763,9.813825
-0.022796,-0.048868,9.814234
-0.022717,-0.048567,9.814030
-0.022342,-0.048814,9.813962
-0.022404,-0.048350,9.814487
-0.022994,-0.048110,9.814443
-0.022762,-0.047964,9.814775
-0.023360,-0.047992,9.814322
-0.022672,-0.047877,9.814467
-0.023625,-0.048108,9.814294
-0.023016,-0.047472,9.815223
-0.023419,-0.046963,9.813732
-0.023339,-0.046851,9.813888
-0.023622,-0.047631,9.814082
-0.022900,-0.047306,9.813458
-0.022935,-0.046760,9.813463
-0.022876,-0.046969,9.814177
-0.023014,-0.046540,9.813758
-0.022679,-0.047020,9.813246
-0.022685,-0.046613,9.812982
-0.022695,-0.046446,9.812866
-0.021919,-0.046015,9.812837
-0.022327,-0.045715,9.811827
-0.022283,-0.046257,9.811806
-0.022033,-0.046161,9.811673
-0.022266,-0.045605,9.810823
-0.022102,-0.045834,9.812071
-0.021956,-0.045677,9.811123
-0.021583,-0.045700,9.811746
-0.021627,-0.046020,9.811208
-0.021013,-0.045357,9.811256
-0.021054,-0.045610,9.811379
-0.021326,-0.045948,9.810491
-0.020332,-0.045070,9.810717
-0.020710,-0.045946,9.811185
-0.020144,-0.045940,9.811247
-0.020485,-0.046249,9.811163
-0.019481,-0.045383,9.811811
-0.019553,-0.046396,9.811717
-0.019893,-0.046232,9.811874
-0.019509,-0.046061,9.812003
-0.019975,-0.046112,9.811980
-0.019831,-0.046372,9.811919
-0.019436,-0.045968,9.812800
-0.019107,-0.046532,9.811876
-0.019910,-0.045721,9.812206
-0.020012,-0.046080,9.812542
-0.019130,-0.045991,9.811462
-0.019238,-0.045474,9.812528
-0.018609,-0.045469,9.813381
-0.018939,-0.045544,9.813301
-0.019302,-0.045737,9.813738
-0.019578,-0.045269,9.813922
-0.019313,-0.045422,9.814020
-0.019047,-0.045382,9.814379
-0.019829,-0.045357,9.814289
-0.019232,-0.045162,9.814254
-0.018535,-0.044829,9.814098
-0.019205,-0.044728,9.813599
-0.019415,-0.044380,9.814572
-0.019248,-0.044519,9.813647
-0.019740,-0.043794,9.814555
-0.020360,-0.043590,9.813675
-0.020069,-0.044109,9.814189
-0.020604,-0.043714,9.813858
-0.020146,-0.043590,9.814100
-0.020169,-0.043225,9.814420
-0.019604,-0.042867,9.814116
-0.020217,-0.043280,9.813916
-0.020250,-0.043086,9.813862
-0.020273,-0.043089,9.814079
-0.021104,-0.042665,9.814165
-0.020847,-0.042589,9.814050
-0.021818,-0.042638,9.814009
-0.020777,-0.042572,9.813564
-0.021311,-0.042719,9.813400
-0.021114,-0.042425,9.813306
-0.021341,-0.042504,9.813151
-0.020716,-0.043263,9.812116
-0.021223,-0.042625,9.812299
-0.020920,-0.042681,9.811855
-0.021918,-0.043322,9.812368
-0.021685,-0.042847,9.812124
-0.020854,-0.042676,9.811831
-0.020677,-0.043023,9.811500
-0.021277,-0.043252,9.811922
-0.021658,-0.042928,9.811852
-0.021115,-0.043122,9.811659
-0.021027,-0.043270,9.811467
-0.021014,-0.043107,9.811754
-0.020492,-0.043542,9.811814
-0.020356,-0.043248,9.812010
-0.020249,-0.042604,9.812206
-0.019983,-0.043221,9.812157
-0.019926,-0.042791,9.812181
-0.019851,-0.042846,9.812043
-0.019251,-0.042689,9.812940
-0.019376,-0.042840,9.812568
-0.019182,-0.042602,9.812928
-0.019463,-0.042394,9.812714
-0.019735,-0.042463,9.812647
-0.019327,-0.042350,9.812273
-0.018922,-0.042189,9.812373
-0.019144,-0.042230,9.812149
-0.018458,-0.042246,9.811847
-0.018210,-0.041475,9.812184
-0.018088,-0.042037,9.812422
-0.017395,-0.041489,9.812820
-0.018227,-0.041279,9.812738
-0.017881,-0.041611,9.812637
-0.017721,-0.041196,9.812144
-0.017788,-0.041339,9.812588
-0.017982,-0.041259,9.812266
-0.017034,-0.041111,9.811701
-0.017208,-0.041118,9.812225
-0.017324,-0.040964,9.812248
-0.017777,-0.040574,9.812840
-0.017097,-0.040486,9.812446
-0.017559,-0.041026,9.812857
-0.017416,-0.040212,9.812451
-0.017086,-0.040752,9.812066
-0.017389,-0.040072,9.812656
-0.017317,-0.040262,9.812729
-0.017412,-0.040315,9.812763
-0.017566,-0.039733,9.812763
-0.017846,-0.040226,9.812485
-0.017713,-0.039418,9.812449
-0.017755,-0.039728,9.813060
-0.017858,-0.039283,9.812100
-0.017881,-0.039890,9.811856
-0.018333,-0.039529,9.812133
-0.018821,-0.039652,9.812613
-0.018268,-0.039403,9.812462
-0.018362,-0.039582,9.812238
-0.018309,-0.039017,9.812245
-0.018696,-0.039451,9.812555
-0.017896,-0.039089,9.813214
-0.018676,-0.039198,9.813258
-0.018556,-0.039787,9.813087
-0.018948,-0.039425,9.812871
-0.018960,-0.038747,9.813475
-0.019073,-0.039051,9.813361
-0.018632,-0.038855,9.813495
-0.018848,-0.038962,9.813736
-0.019240,-0.038877,9.814027
-0.019083,-0.038978,9.814059
-0.019111,-0.038725,9.813865
-0.018768,-0.039398,9.813795
-0.018984,-0.039373,9.814029
-0.018631,-0.038808,9.813990
-0.019150,-0.038864,9.814052
-0.018732,-0.038721,9.813864
-0.018619,-0.038554,9.813172
-0.018517,-0.038637,9.813938
-0.018895,-0.038673,9.813806
-0.018583,-0.038448,9.813480
-0.018685,-0.039251,9.813106
-0.018127,-0.038147,9.812614
-0.018230,-0.038645,9.811900
-0.018560,-0.038088,9.812094
-0.018742,-0.038464,9.812281
-0.018056,-0.037929,9.812590
-0.018041,-0.038791,9.811927
-0.018121,-0.038027,9.811806
-0.018924,-0.037835,9.812170
-0.018248,-0.037625,9.811666
-0.017769,-0.037325,9.811577
-0.017292,-0.038126,9.812296
-0.016671,-0.037945,9.811965
-0.017031,-0.037821,9.811398
-0.017269,-0.037948,9.811400
-0.017297,-0.037279,9.811450
-0.016683,-0.037615,9.811147
-0.016483,-0.036847,9.811742
-0.016971,-0.037440,9.811850
-0.016886,-0.037223,9.811385
-0.017549,-0.037345,9.811493
-0.016784,-0.037264,9.811695
-0.016333,-0.037223,9.811373
-0.016410,-0.036751,9.811489
-0.016576,-0.037398,9.812000
-0.016497,-0.036910,9.812159
-0.015855,-0.037055,9.812216
-0.016388,-0.037444,9.810998
-0.015430,-0.036795,9.811375
-0.016202,-0.036819,9.812345
-0.015818,-0.036939,9.811878
-0.015807,-0.036664,9.812013
-0.015385,-0.036414,9.812694
-0.015516,-0.037301,9.811990
-0.015571,-0.036228,9.812394
-0.015281,-0.036400,9.813050
-0.014795,-0.036515,9.812819
-0.015004,-0.036476,9.813799
-0.015105,-0.035783,9.813906
-0.015035,-0.036239,9.814079
-0.015483,-0.035600,9.814586
-0.014690,-0.035582,9.814099
-0.015111,-0.035283,9.814141
-0.014602,-0.035347,9.813993
-0.015004,-0.035398,9.814329
-0.014765,-0.035456,9.814923
-0.014600,-0.035495,9.814606
-0.015248,-0.035914,9.815194
-0.015058,-0.035273,9.815128
-0.015806,-0.035359,9.814904
-0.015344,-0.035715,9.814837
-0.015541,-0.035529,9.814877
-0.015465,-0.035340,9.815056
-0.015797,-0.035605,9.814599
-0.016198,-0.035357,9.814816
-0.016298,-0.035845,9.814559
-0.016459,-0.034878,9.814449
-0.015587,-0.035525,9.814363
-0.016747,-0.035497,9.813584
-0.016582,-0.035326,9.813352
-0.016580,-0.035598,9.813173
-0.016702,-0.035573,9.812936
-0.016889,-0.035078,9.812654
-0.016530,-0.035025,9.812285
-0.016275,-0.035053,9.812313
-0.016461,-0.034531,9.811959
-0.016377,-0.034875,9.811430
-0.016565,-0.034573,9.811230
-0.016204,-0.035145,9.811176
-0.016719,-0.034282,9.811235
-0.016825,-0.033490,9.810997
-0.016203,-0.034233,9.810897
-0.015743,-0.033584,9.810444
-0.016459,-0.033816,9.810635
-0.016033,-0.033676,9.811435
-0.015910,-0.033665,9.810539
-0.015868,-0.033286,9.810123
-0.015662,-0.033206,9.808529
-0.015595,-0.033177,9.807837
-0.015808,-0.033347,9.807891
-0.014749,-0.032934,9.805969
-0.014439,-0.032426,9.801931
-0.012912,-0.032457,9.799041
-0.013111,-0.032676,9.797056
-0.012854,-0.032590,9.797717
-0.012286,-0.032105,9.791582
-0.009480,-0.031198,9.775814
-0.006510,-0.031449,9.757687
-0.004239,-0.032287,9.753645
-0.005010,-0.033619,9.766364
-0.009976,-0.033868,9.795416
-0.014225,-0.033453,9.818134
-0.020300,-0.033264,9.841309
-0.017184,-0.031434,9.839476
-0.010518,-0.029405,9.820523
-0.002032,-0.030830,9.792042
-0.009711,-0.037074,9.827019
-0.018997,-0.032666,9.880489
-0.001507,-0.027513,9.827065
0.002648,-0.026790,9.758148
-0.002190,-0.032375,9.730123
0.028356,-0.033327,9.668064
0.029383,-0.033920,9.640490
-0.002378,-0.044513,9.731943
-0.021340,-0.045718,9.876216
-0.011328,-0.024057,9.861428
0.011342,-0.023556,9.706296
0.001678,-0.036041,9.668441
0.011635,-0.033591,9.695051
0.022549,-0.036818,9.757644
-0.021704,-0.035142,9.898420
-0.053078,-0.026214,10.010762
-0.032109,-0.025091,9.996120
-0.028465,-0.004868,9.895031
0.024401,-0.026191,9.739714
0.014559,-0.061580,9.780058
-0.050330,-0.062842,10.065886
-0.038966,-0.046825,10.196388
-0.012058,-0.022128,10.026517
-0.004280,-0.021528,9.832009
-0.015720,-0.042094,9.871230
-0.020066,-0.044206,9.998052
-0.037444,-0.050866,10.093774
-0.057491,-0.050393,10.120651
-0.045903,-0.040253,10.001648
-0.000619,-0.026492,9.738434
-0.058169,-0.028452,9.766225
-0.177274,-0.027096,10.171528
-0.059249,0.002781,10.129676
-0.006473,-0.012407,9.857658
-0.049399,-0.054721,9.769551
-0.035915,-0.045911,9.798380
-0.052976,-0.002245,9.832155
-0.134071,-0.020015,9.890387
-0.089741,0.007465,9.699249
0.003203,-0.016141,9.468029
-0.054221,-0.029284,9.448101
-0.091002,-0.027444,9.748546
-0.043149,-0.021264,9.855547
-0.044732,0.010571,9.737919
-0.018115,-0.014980,9.542589
0.030233,-0.075530,9.379596
0.005547,-0.064711,9.575404
-0.083617,-0.021944,9.866271
-0.009170,-0.000156,10.012048
-0.085942,0.045370,9.994341
0.050500,-0.001029,9.485233
0.126894,-0.069304,9.273458
0.013219,-0.122384,9.732589
0.079501,-0.120698,10.144509
0.085916,-0.018415,10.207994
0.001167,-0.011560,10.255181
-0.082767,-0.087340,10.282948
-0.120748,-0.051725,10.363216
-0.034181,0.029810,10.149600
0.030339,-0.053964,9.784802
0.125771,-0.074661,9.554631
0.103708,-0.074460,9.607709
0.030858,-0.076122,9.814358
-0.085546,-0.009603,10.005733
-0.135943,-0.028793,10.064101
-0.186501,-0.007832,9.839322
-0.180760,-0.046960,9.812276
-0.165899,-0.011387,9.818130
-0.166522,-0.030430,9.872426
-0.269935,-0.045799,10.086545
-0.206535,0.026775,10.039745
-0.158751,0.026593,9.890127
-0.165792,0.009679,9.862427
-0.141444,0.003273,9.967620
-0.121200,0.009103,9.808447
-0.128153,0.032596,9.736162
-0.177828,-0.016142,9.704591
-0.164789,-0.055937,9.705352
-0.109202,-0.046351,9.745118
-0.070574,-0.027992,9.836864
0.030149,-0.037000,9.812917
0.075227,-0.027629,9.607507
0.109057,-0.003281,9.544577
0.089518,-0.061480,9.588571
-0.006998,-0.026159,9.878872
-0.083840,-0.014406,9.937704
0.008513,-0.005553,9.725715
0.059991,-0.026461,9.641900
0.043727,-0.107783,9.846397
-0.015552,-0.054211,10.130542
-0.138042,-0.022249,10.080090
-0.081948,-0.089218,10.205905
-0.002711,-0.056462,10.482482
0.038000,-0.034253,10.432979
0.106851,-0.008408,9.996570
0.010038,-0.056149,9.778096
-0.071190,-0.043409,9.977311
-0.093833,-0.032900,9.954715
-0.150458,-0.091972,10.292534
-0.107024,0.001299,9.969803
-0.160161,-0.004263,9.766697
-0.379300,0.069638,10.098559
-0.074413,-0.035721,9.592604
-0.166460,-0.006774,9.874910
-0.344212,-0.012637,10.131523
0.020661,-0.060750,9.612115
-0.098305,0.047487,9.016481
-0.042592,0.057492,8.579415
-0.088426,-0.049155,9.175913
-0.259741,-0.067580,9.962659
-0.114317,0.052822,9.825223
-0.233022,-0.065449,10.174327
0.138442,0.073435,8.957777
0.386555,0.150784,7.535333
-0.018934,-0.140661,8.562833
0.161813,0.087619,9.059628
0.036725,0.001353,9.575327
-0.533108,-0.181104,11.098874
-0.090298,-0.045418,11.351976
0.134713,-0.003581,10.534044
0.652408,0.119031,7.992317
0.717980,-0.062358,7.053488
0.560673,-0.274849,7.837378
0.401662,-0.169098,8.578984
0.135766,0.131983,10.628683
-0.033881,-0.004659,9.989246
0.416702,0.228927,8.140033
0.575415,-0.048798,7.192842
0.134687,-0.243703,8.018544
-0.007385,-0.228039,10.237526
-0.202897,0.016739,11.860435
0.271905,0.082899,10.285925
0.159231,-0.005987,9.231686
-0.185047,-0.099301,10.586061
-0.361682,0.027443,12.456211
-0.324198,0.162020,12.596697
-0.122799,-0.006168,11.505565
-0.260456,-0.102557,9.971278
-0.022002,-0.248605,9.704513
-0.403050,-0.034862,11.657224
0.318487,0.102503,10.380343
-0.014926,-0.229153,9.867841
-0.551431,0.010005,11.058418
0.070787,-0.095524,9.674692
-0.467583,-0.086836,9.557760
-0.671958,0.240969,10.632354
-0.109427,-0.203612,9.449982
-0.291212,0.132919,9.198581
0.015961,0.220339,8.418753
0.645353,-0.259921,8.040937
-0.180800,0.148322,8.456771
-0.415384,0.359288,9.620139
-0.299038,-0.046063,10.912816
-0.475772,0.214910,11.439473
-0.249993,0.106929,10.686633
0.043457,-0.034356,9.207218
0.701450,-0.167784,8.445987
0.665262,-0.186486,9.028170
0.160627,-0.357125,11.925112
-0.530063,-0.302726,15.044972
-0.434649,0.214882,14.405896
-0.044768,0.259349,11.120520
0.564741,-0.015797,7.905216
0.899523,-0.310711,6.572399
0.847831,-0.172479,7.430563
0.438207,-0.253680,8.522869
0.191976,-0.388002,9.255610
-0.437512,-0.437176,10.198635
0.723963,-0.085407,9.671643
0.051936,-0.182733,10.886186
-0.358894,0.006835,12.166005
0.008160,-0.177894,11.194083
-0.989332,0.000034,12.310514
-1.383703,-0.143250,14.762315
0.066683,0.311165,11.779532
0.198500,0.895267,6.868666
-0.441975,0.148101,6.674890
-0.197772,-0.039956,8.693374
-0.939639,0.445605,10.173950
-1.597382,0.163792,10.331868
-1.764405,-0.615084,11.341984
-1.431427,-0.005696,10.891330
-0.079884,-0.116567,8.872055
-0.241511,-0.386975,9.488577
-0.538385,-0.664385,10.142148
0.561908,0.322785,6.438322
1.062159,0.612891,3.273185
-0.756617,-0.012623,7.352649
-1.121229,0.071341,12.208307
-0.844057,0.385242,15.763392
-0.948516,0.139471,14.477604
0.034495,-0.320554,9.797833
0.064061,-0.600368,9.529024
-0.418824,-0.199585,9.629833
0.489717,0.090736,7.922786
1.268517,-0.265370,6.731704
0.376810,-0.145021,8.685278
0.201240,-0.507427,10.816000
1.032322,-0.354519,9.217080
0.185119,-0.105586,9.971139
-0.740036,-0.218580,11.301894
-0.619026,-0.195978,9.972329
-0.387044,0.281721,6.998046
-0.301070,-0.133379,5.149164
-0.136828,-0.026225,7.316639
-0.364798,0.452065,10.759385
-0.459879,0.434348,12.497685
-0.614525,0.617310,11.157697
-0.847921,-0.118107,10.603851
-0.322178,-0.205566,8.674416
1.393121,-0.640572,5.542499
0.346367,0.315895,7.216986
-0.028486,-0.272610,10.557986
0.912950,-0.538194,10.672527
0.307788,0.799607,8.493481
0.417807,0.135773,6.717430
0.488405,0.160993,6.375098
-0.349321,0.314242,7.083264
-0.436130,0.580944,7.724345
0.558229,0.668606,7.261401
0.487816,0.256474,7.859779
-0.001416,-0.206667,11.019815
0.986022,-0.393401,11.439941
1.539447,-0.622287,11.108243
0.844239,-0.277537,12.166344
0.309986,-0.045721,11.257388
0.741787,0.492619,9.931700
0.513710,0.850494,10.123189
0.655154,0.184580,11.372745
0.959045,0.043770,11.769638
1.217683,-0.426411,11.249936
2.180644,-0.391354,7.356816
1.424178,-0.776540,5.598603
0.130516,-0.550654,9.144508
-0.177601,-0.569423,10.933083
-1.301829,0.349999,10.568267
-1.092541,0.960131,9.838077
-0.352488,0.224664,10.428676
-0.086794,-0.117221,15.088366
0.331492,0.070411,16.594343
0.209720,0.088974,11.953416
-0.638758,-0.044256,7.683007
-1.718297,0.802345,8.116735
-0.682747,0.239845,11.410249
0.064851,-0.320598,12.841649
-0.352790,-0.281406,12.473421
0.096457,-0.002121,10.891157
0.224844,0.106344,7.714580
0.284874,-0.309509,6.840043
-0.149693,-0.693727,7.718355
-0.069281,0.055742,6.785075
-0.486827,0.964439,6.531030
-0.446532,0.317347,8.240082
0.325788,0.132879,9.701463
-0.057338,-0.118805,9.535751
-0.211032,-0.955279,10.793522
0.448473,-0.866315,11.862271
0.703735,-0.570913,10.955325
0.820763,0.405299,10.554926
0.099315,0.844185,10.364143
0.190844,0.969546,11.299387
0.623213,0.710655,11.880623
1.273685,-0.159649,12.279603
1.385276,-0.917010,10.986309
1.167001,-1.132596,8.778017
1.460335,-0.909068,7.197398
0.896971,-0.789756,6.982277
0.766545,-0.652339,8.293346
-0.251326,-0.555033,11.335538
-0.219682,0.765388,9.542448
-0.033722,0.699886,5.983121
-0.736397,0.083256,5.366742
-0.857104,0.320927,7.597506
-1.611481,-0.128550,11.000958
-2.048956,0.204043,12.375412
-1.459326,0.157505,11.019877
-1.234905,0.107040,9.175671
-0.272774,-0.251006,9.603475
-0.188146,0.056113,11.809639
0.072446,-0.048445,12.445710
0.796915,-0.221567,10.849512
0.204063,-0.149512,8.607094
-0.817879,0.038909,7.830068
-1.992611,0.316118,10.697014
-1.324663,0.621284,9.859492
-0.973222,0.371639,7.051688
-1.219132,-0.250394,7.318952
-0.651207,-0.160488,9.166330
-0.442680,-0.198590,11.835005
-0.093427,-0.306495,12.412715
-0.089116,-0.219780,10.333804
0.025197,0.634776,8.948474
-0.582243,1.159484,10.306550
0.554618,0.761649,10.414998
0.804203,0.063282,10.184243
1.441013,-0.217338,10.776924
1.550807,0.208464,11.006582
0.946729,0.037835,9.422451
1.343041,-0.012148,7.274992
0.687038,-1.089835,7.824342
0.120909,-1.472623,8.413029
0.153468,-0.038678,7.084654
-0.612777,0.437061,8.577807
