acc_x,acc_y,acc_z
-15.228089,9.149807,56.350940
0.079013,-2.427297,-51.844981
-0.950335,-30.627744,-24.617583
6.335748,3.650940,30.380496
-12.042059,-5.491340,2.817577
-8.936542,42.193233,31.326181
-29.286588,1.680318,-27.045286
-21.411546,-1.148231,22.353348
1.819664,-45.436014,21.100090
7.218898,-21.633732,11.306066
11.496941,-4.046312,53.343914
-3.953679,4.541072,-73.028492
-42.305797,25.171395,76.699871
9.134750,-9.549986,57.207338
32.098157,-28.623721,-36.981631
18.545711,-19.084152,20.058820
4.291914,-2.733083,-29.653844
-24.518395,15.645582,48.965029
-14.879909,-27.701357,-3.574121
1.661931,1.740795,-16.072977
50.928711,-11.782695,40.152444
-29.580377,-1.299608,48.806613
-45.597290,18.667357,148.185930
43.126893,-79.789207,-49.203066
10.357424,89.310202,93.164242
-8.259779,54.785159,-144.988320
-54.788326,13.189381,139.842719
4.170277,-53.382328,-5.286793
-62.597485,-11.431041,-83.214730
38.660688,136.356626,165.543006
18.314644,-41.326160,-162.574703
-91.539902,-35.044257,-42.659793
-39.195753,-1.830110,-97.529775
-60.353646,-50.718383,-187.804705
-51.553948,16.026246,-26.482543
-103.346860,59.853407,58.365074
41.105102,71.295915,-94.182369
-51.487013,51.208283,-9.200397
45.420099,-129.549631,29.920301
17.577745,-49.587140,-190.493056
-69.888609,157.584421,51.854313
-80.163915,157.719573,-145.762293
-31.722846,55.632358,-51.932285
75.884797,124.757802,150.324180
-92.248615,92.469375,89.655398
-86.709155,35.901802,166.441450
-20.740110,-89.204671,-2.074122
-35.740085,-83.474428,-63.611566
7.068583,-40.627630,-129.560644
-38.052910,-83.272483,-139.901491
-79.972921,-92.448529,108.392491
67.532843,-132.408166,-19.531719
142.268601,-92.471692,-15.634291
91.452009,-48.630859,-219.924713
-113.343652,-116.265218,-25.933714
53.397355,-260.953113,-51.298410
-11.745705,-271.752379,-56.060594
65.986454,-240.471159,5.866847
186.497440,-229.520626,-292.332718
77.867153,-315.861781,-101.436511
63.799251,-280.201052,193.643432
111.196563,-290.194462,-69.531591
65.621178,-111.816063,-138.467716
116.668209,-0.596611,-42.550445
163.251969,-174.425688,-310.758851
158.416375,-41.362547,-126.471623
183.513636,-15.405188,142.396609
163.063643,-115.835850,134.406562
166.507916,88.573084,171.004165
255.399464,257.737493,113.581349
465.540182,252.542309,569.492620
542.657722,133.430658,487.980673
490.975670,254.890273,155.717673
561.115030,220.629524,-17.143765
133.429086,-95.043780,-69.124130
-311.336074,-44.590128,-77.580844
-312.629128,91.442373,-301.077110
-347.132898,28.749742,-190.016282
-308.331424,-70.629323,-264.283381
-315.248914,-132.096032,178.396975
47.666265,-520.465760,473.823805
76.191071,-567.474786,102.547663
-240.556966,-536.814682,32.241647
-321.017406,-568.489130,-248.106814
-282.816781,-304.590417,-81.818444
157.259040,306.889722,333.661677
205.226115,221.763326,159.273063
-49.878730,183.169870,128.551293
-186.638726,274.622300,66.474140
-216.961888,173.032777,23.261537
-230.024134,-131.899726,20.091581
-187.510513,-133.168516,-76.291234
-355.442676,155.823699,165.829374
-268.031574,245.363554,180.284023
-276.197711,222.223964,-36.676255
-180.839269,185.797156,-39.724708
73.122861,58.677500,77.269820
48.330040,69.720137,-159.707555
-71.315733,79.990267,27.344846
2.045950,-79.503372,214.099078
21.433766,-149.932091,-187.621742
48.505617,102.951919,-137.339044
6.795433,125.650792,1.945715
-113.843001,1.016735,63.667275
-122.218278,24.604595,-233.277345
54.520526,-125.697465,-41.000484
81.033478,-66.943301,188.426645
-80.283760,198.417171,18.170094
-246.606065,245.243704,120.135052
-241.192136,249.782127,111.595296
-104.073604,270.226972,21.287476
179.499296,145.415990,98.614019
197.813623,77.520280,127.365561
38.985443,210.352524,212.667961
-41.455674,245.598301,129.987043
-9.805664,166.841729,82.736626
41.125432,120.686657,127.238933
119.324449,15.857377,137.949883
60.202696,-48.605529,69.038356
-67.286944,39.667586,73.483423
2.810508,67.057841,22.143666
34.716069,203.118695,48.086935
166.312972,198.444764,30.488599
117.554394,71.447873,39.567458
100.742781,59.851591,-20.358833
20.143506,172.090137,17.177027
45.132721,237.771790,23.740411
104.752236,253.420461,-94.199311
61.726762,225.994999,-104.806197
-48.458818,102.042543,51.558851
-139.896391,125.318155,-123.508184
-93.163600,150.081948,-100.407965
11.726391,93.498970,-83.459570
117.577210,57.912890,-120.042268
123.765135,36.146321,-143.437459
53.791183,-30.891894,22.188701
53.547666,-26.216318,-31.727225
52.328086,-42.711518,-65.102514
36.535265,-147.501424,-16.369677
-44.576058,-98.605352,-100.143554
-123.242785,-51.864170,32.721299
-77.928801,-24.410561,3.212939
-27.419266,-70.607972,-24.200215
80.661160,-39.721464,-47.374317
157.405138,77.177032,48.196937
267.643923,18.039030,50.570745
202.091526,44.354718,89.961779
43.746003,160.610290,187.248062
-21.721656,71.787523,26.251818
-30.541841,-92.274395,98.055628
-37.129552,-193.071612,-77.283387
-99.083269,-259.745097,-29.433350
-48.950381,-183.683747,-84.885633
39.515168,-203.724601,-121.128380
-48.202776,-260.327932,-16.162673
-177.592499,-47.778019,129.527019
13.358814,178.925438,69.786839
43.993684,-14.948691,74.332187
21.257995,-34.115853,7.574911
90.146950,135.658618,-71.733988
-23.352784,64.770242,22.464945
-120.632807,-129.218389,-59.198726
-200.502950,-232.147802,-50.075689
-163.272502,-160.403045,-36.017766
-127.601371,2.499638,-15.061602
-75.587947,30.151335,-8.444411
6.129808,-45.096478,-27.448953
124.169060,-163.747583,14.401957
141.903219,-165.975145,-18.851258
154.237354,-112.199182,-73.826915
26.381618,-24.390981,49.987171
10.461497,107.324700,107.548302
94.572618,104.093662,68.136322
123.345525,4.901843,21.139629
43.370832,-145.200616,85.877447
-57.381387,3.007885,66.141681
-36.294576,189.645732,11.288317
-13.237857,157.974262,27.371412
53.946709,-6.624442,-3.336405
-44.850688,-104.405349,49.259795
-32.052664,-81.978216,90.019404
38.788392,-70.194988,34.825949
-9.628682,-38.247071,106.638244
-22.861862,-164.078029,-75.518367
-112.811772,-111.599863,-55.367636
-74.674203,-29.390549,-20.113979
5.802492,-0.769380,102.141252
80.108585,110.114149,-15.484568
143.277424,79.684572,55.775977
83.587483,71.025228,43.603463
78.263679,66.159747,6.627657
-26.829971,119.704205,8.677002
-91.370101,124.382546,-98.319635
-123.324698,107.751479,-14.903635
-12.509724,32.562038,11.145322
23.562916,-2.924521,-18.403634
-7.905614,46.151484,-27.010638
-26.094294,7.254401,59.421408
0.163224,-29.445613,47.562440
25.387792,-81.065781,26.263251
18.207440,33.037940,-10.784797
-17.961475,93.521213,-33.558706
-31.495576,100.024032,-53.075094
16.932907,9.497206,3.348903
24.918764,-91.905289,49.348150
-6.608228,83.581240,11.727989
-70.062822,141.823149,30.647341
-57.092335,84.766244,2.364898
-29.960693,-81.079038,46.718790
-33.819767,-120.294738,78.355175
-15.780400,-26.124814,-6.526103
39.937072,-47.294268,66.523407
24.474262,-37.805172,-2.431666
2.831633,-41.818843,-39.928068
53.441993,63.049435,39.729573
-48.888257,75.634611,-0.722817
-66.480463,-43.232479,52.217853
-0.349873,-29.035672,71.056709
-47.676980,-12.302978,-50.237261
-25.069141,2.671328,15.545146
14.455824,-50.347935,-18.390906
-24.292963,30.058157,-63.560863
-134.029168,52.551121,20.375493
-54.329552,-137.071235,-23.591516
-6.296111,-95.578967,70.741811
36.140233,-70.621834,-19.496557
-28.953134,-37.395418,-22.011820
-63.763023,-3.630140,-18.789614
-47.390500,-67.688214,12.541532
-80.387280,-16.183098,-82.188018
-108.331978,-27.262465,-12.554044
72.900578,19.131340,-18.439788
28.428792,60.578935,14.908798
-5.283505,83.867061,36.435050
108.599286,47.702915,57.472274
95.477567,-83.030867,41.017754
-7.062017,-86.494749,-25.409951
-45.272391,-145.190267,38.879345
-9.279808,-177.858297,-44.038765
14.951744,-57.863496,-2.039442
45.507656,-4.946684,58.667570
-31.119859,113.802315,39.327760
1.796101,163.831101,-8.922990
160.649275,70.156270,64.500715
182.122408,37.816425,18.175972
153.293469,-11.170156,38.327591
56.468496,-18.446124,-6.177158
-66.357017,37.395887,-12.470550
-109.900116,-3.000975,61.068558
-59.998112,27.070060,5.981426
-100.037999,46.613508,7.631227
-43.453744,-7.001328,-60.121378
-11.742326,50.005416,-54.205140
0.110504,34.197194,-2.586402
-113.044015,-25.568826,-46.828246
-130.897971,-25.640763,5.689286
-97.281769,43.898918,25.381563
-81.350351,11.902707,15.406452
73.270715,40.207911,25.005912
82.908110,16.617194,1.447047
32.676954,20.130383,37.897546
75.364754,37.010645,22.471403
95.194117,-28.522395,14.356650
8.546108,-36.749106,24.970493
-69.560706,-90.821020,62.668953
-18.866268,-97.029843,21.268337
59.104319,-92.544363,61.801421
102.246479,-15.482705,51.548857
129.455003,43.009498,-11.896384
34.140256,90.511961,-22.967613
43.463503,-4.269770,28.343954
-8.481734,52.856509,10.674897
-84.340727,113.338929,-60.636969
-12.733153,39.211257,32.124962
71.830384,16.523578,12.195637
68.594853,24.054677,-3.269993
45.789533,44.901759,61.273032
1.547719,-14.427797,11.279005
-4.771184,-27.649140,40.801417
81.962436,-14.634189,-12.278231
24.530533,-61.947507,-36.037309
-15.800718,-36.331301,-15.060079
-11.112280,-75.632891,-39.645192
-49.501059,39.740612,0.290778
26.511118,1.036687,24.938584
50.331587,-0.136284,5.619172
27.143088,71.659749,0.250306
-19.267205,13.972669,27.628744
-32.298185,36.213119,32.557954
32.395529,-45.058833,-13.978205
-4.628403,-20.717143,-9.512036
21.317893,-21.219964,3.041463
-19.018636,-1.658005,15.145620
19.998978,47.730240,-2.914999
17.035051,-6.574327,41.543271
13.725757,24.345178,46.747358
57.099850,15.475894,10.317008
46.775648,33.019887,10.156534
-12.222880,57.511328,17.495792
-19.186359,-1.582629,25.408467
-14.511994,-35.554462,2.059404
-9.952747,-31.151237,25.845417
0.274871,7.189703,37.167338
-27.770111,-13.853098,35.065348
-44.974171,-24.653461,49.087996
-61.991052,9.871471,29.699278
-64.065560,-20.902478,33.120834
-82.364144,-12.677762,36.480885
-73.449931,-6.710366,6.193247
-22.800062,12.587294,-4.804830
-44.462764,-22.190857,-19.536940
-38.673132,-83.464873,-33.893926
-54.324790,-37.240755,-38.808429
-75.673618,27.746987,-34.802028
-56.561212,-3.268023,11.960058
12.157094,-17.098870,-12.202079
64.791484,-74.118304,8.023895
58.084475,15.460103,24.942334
-4.446846,106.687973,15.052289
-3.414720,117.253209,20.364645
23.429489,30.662332,2.485852
32.167376,-34.693174,-16.182466
13.382270,42.150448,-21.218205
-9.484308,55.512626,86.243141
-58.477421,96.433523,12.484538
-74.264887,75.144750,-21.673366
15.218770,-43.959676,-38.266923
18.157084,-120.677181,-36.140344
-15.659780,-79.824875,-5.163788
-48.789365,-4.678802,16.222098
-63.685976,25.598208,11.884054
-3.923671,38.667176,32.870311
0.610411,6.717563,-6.631399
23.537490,-21.713990,29.671856
25.921830,-26.598820,-20.970481
36.536765,-52.269415,24.850443
55.892474,-49.214739,26.256092
65.086114,-91.446147,21.294165
-23.883358,-7.138734,60.030172
-87.682929,34.906905,16.149418
-55.696222,-18.509803,10.928320
54.772906,-24.774119,4.004407
124.087530,-42.193972,31.773211
80.147417,-2.501174,25.724650
13.186230,44.284172,15.003889
-56.128276,61.390058,32.091939
-26.611975,7.237175,24.060572
54.832152,-33.684197,4.414883
107.554566,-73.116597,33.056018
120.184068,-88.341182,27.693935
95.018317,-25.113200,33.238294
11.893956,87.434941,24.944483
14.376871,18.331421,-14.540488
13.139889,-27.296428,25.471932
33.067282,-76.328625,18.587471
1.779784,-42.934547,6.377878
-28.248016,72.038668,-2.730763
-57.262151,83.166617,-11.891558
-56.753139,37.721203,-2.665605
-25.602861,-38.584358,-22.468319
-7.333514,8.023600,-8.036592
-3.100808,31.448127,-17.263875
-2.187667,8.198382,-19.626686
0.812110,-32.863763,-25.659486
-52.692792,6.544650,27.458421
-42.152091,18.868584,1.306028
4.139953,24.474268,-4.806546
56.603833,31.438612,24.738763
45.963278,3.182401,5.667348
17.390947,26.078964,-12.512719
-4.445624,-16.169363,17.052124
-21.535083,-49.667421,51.928269
-34.802561,-12.510570,20.170069
10.003549,29.764717,-10.572957
1.023329,9.118631,-25.735008
-7.274941,-33.389900,-9.877747
-58.830546,34.283248,46.823082
-51.303206,53.050677,14.200328
-21.858367,58.397148,19.322489
-5.185488,59.653975,1.627140
-39.268298,39.760178,24.742754
-41.816164,59.062759,23.168290
-3.458563,6.647229,22.582072
3.876575,18.604302,1.754868
21.637810,-55.095056,-14.336296
19.076457,-103.043412,-5.157496
-0.157424,-70.418188,-14.662219
2.074022,-50.057971,-10.695861
9.293174,-28.682998,-13.228127
-5.153502,1.175892,-10.048536
-6.450754,-8.752791,-6.872613
-1.038048,-15.204927,21.089801
18.280086,-3.153036,-6.051385
2.930097,25.459236,14.307144
17.536861,41.215035,5.894319
3.377013,39.119877,44.260523
32.265322,30.524355,32.661864
64.945469,24.264442,4.107287
49.190665,44.674056,17.251699
14.141509,35.878763,5.626251
-5.873520,13.778389,25.684726
30.361922,-17.247100,-3.112714
35.909342,-15.944358,12.778803
39.152451,-19.141524,-14.315032
4.567427,-12.052697,-21.571835
-21.512568,24.713591,-1.837831
-33.025545,-1.493977,6.136422
17.564240,-5.395910,0.879740
28.375699,-34.933524,23.574569
-5.580700,16.875259,35.607294
-25.287520,63.642972,23.674401
21.291889,41.674968,37.972635
52.941274,-17.803006,39.314403
8.501937,-12.551409,27.728649
2.460869,7.310260,38.260659
5.585703,-1.472998,32.894565
-6.508697,10.544018,37.083334
-13.993029,26.420398,29.345669
-0.828262,24.905329,3.748814
-6.118914,21.610100,-19.421332
20.274961,-12.683417,13.456813
34.429745,-25.117515,6.549761
-22.029493,22.525809,22.958226
-36.114820,1.662671,1.243918
-15.708187,-28.423241,-29.229385
19.363353,-26.744722,-33.781551
25.934610,-15.265874,-9.195500
0.903912,40.297240,10.662750
-10.113148,12.780154,3.247891
-23.476339,-30.270564,18.412632
-39.676652,-35.784416,9.637039
-28.886437,-15.701635,2.817277
-2.035343,0.162829,12.541391
-42.321099,10.789245,21.134385
-18.529963,3.117417,4.799597
-7.932703,13.978805,21.203687
29.722579,-4.140856,13.631529
24.869425,9.741545,17.071362
17.853103,8.105577,-5.385666
3.682806,28.213645,-8.125071
-23.674105,56.308892,8.822627
-38.844381,56.378722,-51.635440
16.427637,45.457774,-36.822607
6.169773,-2.789010,-6.598643
-54.183227,-2.150350,33.799548
-36.490098,10.266919,23.164620
-20.522196,8.679106,2.334975
15.242722,5.201722,-3.253021
9.335040,-2.794356,-0.953117
-28.426899,-3.858031,25.474129
-23.660169,-8.426238,-14.710325
-28.747873,14.566897,3.248873
-3.667667,25.459284,2.119849
0.975372,-9.254173,-4.073318
-3.001221,50.439482,18.788963
0.953541,63.385789,12.602132
4.755623,55.694957,25.241644
1.048574,-2.019086,66.827308
-19.669211,16.190906,39.982903
-3.665576,53.833855,-10.910203
2.102487,25.562184,-5.902479
-3.218180,11.493967,-5.250951
-29.503785,-4.529605,47.391057
-39.498361,0.483678,29.886070
-63.003919,4.807152,-3.188831
-44.744558,22.942333,-13.671935
-37.409717,-19.302249,10.615219
-30.855849,-29.604881,-37.382856
-55.197010,-15.185701,7.424050
-45.447550,-44.252512,50.676329
-26.877786,-18.493883,4.437146
-21.589412,55.400082,52.230350
-4.771539,38.151826,14.426482
-5.782083,6.154032,44.561867
44.453785,17.938375,15.776323
36.499284,21.496572,-6.733766
-7.475608,46.975289,4.814498
-26.065961,42.970902,40.624800
-0.688244,60.694564,5.357166
-1.897514,76.369725,-29.961556
-25.058745,60.336217,5.735475
-33.455606,40.195994,27.140564
-32.191156,40.164529,-34.837814
-44.317371,35.534595,3.807287
-58.106810,7.509535,26.201866
-37.836463,-27.651724,-28.414699
-1.405736,-40.816114,-27.757500
5.252052,-120.232592,28.886865
-24.117028,-112.876012,18.121878
-18.305969,-30.789401,0.415085
1.593281,-16.757752,26.043562
17.415484,-40.064678,27.415169
44.050817,-78.582497,63.754169
75.772621,-103.147888,-5.212482
86.903516,-162.743030,36.614993
85.037035,-149.409294,59.025494
81.911861,-113.220720,0.856186
49.714616,-20.978732,6.633263
43.562205,-59.475540,69.064526
32.129712,-90.237151,49.773507
16.178851,2.530907,84.119323
25.846022,65.999766,-3.320338
-34.648347,64.618716,-8.874258
-76.751961,-6.256422,-8.309851
-54.317581,-50.063315,8.263897
-19.727175,-55.107570,38.762295
35.712990,-57.699866,-16.089081
5.726691,-14.573083,-14.180894
-48.677751,-18.755434,44.625504
-62.108874,-15.291733,-11.710971
-29.828164,34.580289,78.613511
64.808385,-10.527305,76.412683
84.162367,-24.199849,20.674410
136.781757,46.668099,26.468486
146.135647,49.674602,50.029472
169.282449,37.284880,66.556496
144.141381,5.819445,49.833590
110.871244,-6.303943,67.186987
34.554296,27.665645,76.457532
83.288331,-47.798213,-25.240820
120.803959,-127.820679,-108.156687
62.003312,-116.615165,-68.912916
25.769065,-117.284811,57.155587
-50.674212,-26.825399,58.150035
-122.587395,121.883795,78.860190
-34.211400,72.770768,28.035258
-48.096194,53.942938,-15.460175
-77.116795,-1.760297,5.905542
-20.272720,-92.864986,25.306861
-151.959139,17.402402,-2.140174
-132.403356,91.006221,43.207569
62.446861,45.246191,79.283036
9.544851,67.747826,44.386476
20.178572,135.999862,-0.127145
12.642926,162.655230,37.239419
37.004467,-7.182779,26.470748
38.322684,-101.477625,-23.985151
40.771265,-41.831735,24.945474
105.489317,-28.345062,-6.108895
19.990489,-38.069478,-6.917315
82.310176,-55.101562,-3.320967
54.442282,88.772366,2.455559
-42.280396,153.859388,-14.795440
-78.961747,-6.242918,-10.699555
-55.270416,-65.024719,-75.942994
-97.682041,69.068255,20.523133
-45.461151,66.877655,-11.648903
-20.664234,-78.911887,11.748508
8.708628,-20.129959,51.960203
-15.202102,75.678564,16.917605
-28.382994,112.642034,-46.286767
-35.264264,-9.213257,-13.500442
-19.882927,3.392514,-56.585868
-55.070517,104.689751,20.203931
22.117370,-2.489377,-58.846059
11.272276,-217.932397,32.917536
9.324781,-125.250417,-41.488410
-4.745291,103.789182,-30.106337
93.532942,-85.207524,86.792258
68.394843,-140.264208,-16.495995
-53.713959,130.902102,-59.838170
-44.905356,97.970705,-62.865828
-84.609866,-12.677226,46.172755
30.436683,35.364858,87.829275
154.296026,-27.990603,-9.246130
42.448710,58.537410,38.547211
93.177415,7.613007,-85.517582
102.585070,-43.628651,73.136335
78.232292,71.492338,20.381531
54.641806,169.026489,9.885316
15.661562,143.315023,66.304252
50.865943,-15.607104,13.625078
60.451258,6.097133,-77.271511
72.998965,28.132143,-89.803880
-60.419070,26.780051,-32.759165
-205.944629,85.669131,-24.419120
-206.193980,-24.639382,113.274718
15.834600,-243.708260,33.864149
103.881427,-141.379847,-9.982270
183.702772,61.295724,-26.887256
21.405741,41.815758,24.091399
-108.434544,32.653024,10.496827
-77.908329,110.404478,56.652015
78.014147,40.264585,-86.177487
95.284333,-70.720226,-118.878600
120.103931,-141.263160,-49.593816
-14.684800,67.486906,44.476749
-113.594697,159.801365,67.365126
-21.477948,-85.837363,18.082878
25.800559,-82.456100,46.759425
122.956834,-48.868751,19.202026
81.129367,-155.507539,40.785447
-69.606141,-78.234558,26.345304
-75.524601,-24.847877,-43.817611
-93.920474,108.748086,3.778291
-40.057542,141.913037,53.886889
11.624592,-20.348104,72.897210
14.808326,-57.492760,-38.414079
-117.920978,-84.720928,-31.461445
-121.514012,23.082674,-2.781854
-121.687190,-16.893975,-79.408045
-28.916855,-198.695837,100.581041
-30.874364,-137.987161,-10.376032
-85.674956,-160.117284,-3.343826
-6.486821,-115.376199,36.240526
67.326686,-109.213814,-15.000131
22.811336,-27.803341,78.568767
-115.827602,120.730789,58.904768
-200.523835,86.998100,62.421645
-173.656740,6.373342,-35.814005
-135.203383,-163.590187,-1.517426
-102.709170,-249.406622,-24.425545
-45.356589,24.281453,0.906030
157.061249,166.242419,97.073713
169.866536,87.336898,65.323595
219.388190,84.723872,23.242717
143.354432,141.770382,-96.266179
-48.181250,73.964839,13.388547
-28.467868,-1.112907,47.227660
59.946110,109.099090,10.904865
124.186909,-58.208988,18.322314
68.225434,-105.092036,-60.306841
3.366882,-32.405023,-44.431259
56.260453,-4.168600,-19.006706
84.711536,-29.867285,49.980191
105.424076,-4.590694,23.736473
77.083432,-39.320685,125.433578
66.808705,-112.585897,13.983889
-6.633196,30.686633,-33.348298
-26.661443,88.481052,28.392638
-56.964014,3.307982,20.331449
-127.243580,62.129810,-43.584644
-167.065536,51.737020,-7.916540
-61.383403,22.074464,46.768921
-10.308711,73.545923,-79.072480
92.054581,79.554590,-64.056607
63.361145,69.878534,67.720774
67.345061,14.464784,-12.719109
121.195693,38.940964,-1.776537
84.121319,36.529385,25.706864
80.465801,32.017866,-78.147264
81.388692,28.175837,5.634237
87.075955,9.909942,2.572457
63.817565,-5.024055,22.845969
131.846197,10.002699,43.528898
89.649265,88.353022,57.445515
49.025531,81.230672,19.809897
30.770481,67.565822,-13.105531
31.370691,64.150570,125.955048
44.056146,-22.108915,-55.875903
8.690771,-80.807305,6.271194
1.732864,-98.273287,-37.548761
-84.489761,-48.606400,18.702268
-62.824941,-67.717298,52.005186
-85.205507,-59.694276,83.488761
-93.648717,37.938306,-33.614313
-157.913849,33.415581,15.389968
-160.117547,43.445403,-8.381200
-176.873243,0.153853,-13.663289
-116.809817,-34.275975,103.339351
-84.457675,24.902506,44.725907
-98.388752,17.756399,-10.486229
77.933322,-29.904430,28.316596
120.996739,-39.109870,-24.302969
49.268682,-143.577599,0.590644
-68.169309,-172.477875,30.466256
-189.967332,-53.225798,48.334965
-132.149452,29.049789,55.940481
-49.679896,-18.467488,-56.902259
-95.938185,-16.202171,-46.697412
-52.899606,27.987704,-78.515677
-60.038705,-20.145790,77.963357
-52.451966,-113.548400,1.869119
-114.964670,-67.891841,56.936773
-92.886856,-2.131378,25.079419
-169.158771,80.019767,-29.019645
-149.386986,149.697701,-13.403798
-121.304350,-1.030845,-89.044600
-182.435127,-67.167894,62.276910
-56.836446,-105.230388,-106.551240
-17.415974,-136.511853,69.163216
141.297964,-91.353522,-12.075610
109.611163,-72.680697,-94.099628
-26.184808,-63.307230,73.050434
-40.313031,-127.336257,-52.427850
-227.140052,-27.124239,109.606654
42.539807,34.518802,18.372715
19.515857,118.826928,28.197462
-87.624204,207.356653,20.834872
-27.657158,153.768777,-9.784365
-100.211660,191.526572,93.914572
-23.578038,73.692285,37.554812
-47.259017,118.531058,31.330629
-71.414960,179.722530,-67.889458
-49.011033,10.519271,119.929523
9.542755,-162.197668,-17.521000
101.106500,-149.267515,-86.808085
214.800729,-53.367043,82.328744
315.848854,-146.753864,33.689682
265.352511,-143.493827,53.516553
234.979883,28.312922,18.510503
120.081324,96.550835,32.871878
-96.889700,141.272938,-24.465601
-175.443655,17.269396,44.571047
-41.333757,-67.446829,-72.975886
22.392939,-4.138480,67.898779
-83.217088,1.016170,10.800882
-91.431547,-11.395003,-74.276593
9.619196,61.870830,8.257248
56.149464,-42.255768,-5.044515
-110.173411,-90.908383,-75.014336
-60.700967,-78.195117,40.173447
-116.103498,48.985863,45.278546
52.549620,147.006196,13.529000
78.519010,105.149313,18.928606
35.848839,-87.971071,5.005401
-81.116965,-165.324588,-15.536737
76.382871,21.716425,45.287692
166.152490,-58.077261,43.361627
219.235475,-85.198837,76.018684
138.813758,143.796082,17.734029
185.401892,-54.875962,-109.578429
-24.726539,-188.954649,42.605029
-184.005928,14.450789,-39.647759
-24.471004,35.636744,38.655195
206.861022,-167.325724,65.146486
288.761683,-130.925302,18.509445
169.733873,-3.548688,65.454127
-72.046779,139.318977,36.876776
-94.993434,93.890351,19.863168
-91.707874,32.914108,-90.237132
-37.642721,63.606528,15.277417
-34.045458,20.368694,2.570777
-129.388601,87.508710,8.619559
-188.872782,101.543146,2.845302
-174.025811,-81.800113,-96.003293
-149.908087,-100.169616,-120.712131
39.273252,-13.661446,113.367547
188.997741,-73.261423,54.332219
93.870377,55.680368,32.732836
103.433331,144.324946,-100.208224
-91.088069,-66.026524,-34.448120
-120.752794,-60.361825,49.215495
26.867758,34.561746,65.206270
138.411448,-37.658938,55.034449
75.344623,18.995897,61.771352
53.043077,17.730402,46.448948
143.494217,-19.211822,8.508175
142.073410,107.444210,36.671481
169.815000,23.362104,10.749102
47.198937,-53.391788,50.415459
-116.648437,53.925741,22.397662
-155.283680,165.737377,-20.298622
-81.371055,231.959419,-16.552528
5.385273,74.326035,16.654386
128.255007,-218.389383,26.915505
87.756711,-237.944245,-25.480150
28.378135,-159.213235,60.764636
56.967360,-44.662012,-27.362238
-11.167164,-77.069909,-23.468950
-49.301787,-6.785071,47.980915
-145.035012,120.544167,6.945465
-185.102164,139.400171,-19.094417
-181.180090,129.996971,26.219707
-24.562022,34.169187,49.012555
99.019721,-55.534224,-32.868586
-4.114571,-165.191180,-76.098656
-104.713688,-213.315563,-29.736012
-185.622714,-128.223444,15.694969
-18.097063,-11.860909,5.346389
55.562680,128.501929,63.774483
181.382736,119.817181,33.003227
117.781166,162.303242,52.120731
75.369266,295.633489,4.374978
85.498828,186.135785,55.279901
-2.037557,12.183627,63.091370
-116.437296,-3.211083,6.027152
-128.660426,-59.341667,-82.544075
-98.496333,-100.411166,-40.945946
-57.142534,34.638975,-10.439816
18.682247,40.515806,18.724217
156.193992,49.223930,-58.610677
47.050879,28.621678,24.359059
-34.014606,-5.476016,-21.762531
-31.261359,54.601557,21.875085
-5.926845,-9.443166,41.843861
36.511889,-76.146976,-67.718039
22.362505,-100.985255,51.115349
96.942861,-106.639095,34.108540
66.305213,37.898562,66.362218
48.797127,116.561635,55.029313
-40.237718,73.791478,-17.145269
-42.034893,0.842652,47.745014
76.442629,-115.753077,-4.431601
37.620185,14.922356,-31.134345
127.977701,48.305415,7.756197
144.246458,-134.155602,34.696018
109.238065,-50.739432,21.551904
59.153557,56.140781,51.133521
109.627225,-82.822101,-16.166305
63.015853,-72.717896,86.626634
75.865023,-43.866729,13.364822
-41.206554,18.702665,5.347088
-77.925001,12.001770,45.698596
-53.738449,-2.399579,0.483640
-111.388105,25.636559,-24.713700
-132.528320,-77.431509,-18.133930
-208.153915,7.545661,-9.579887
-242.035089,173.742967,12.213647
-157.465366,70.779663,-40.047568
-68.283539,-91.701512,-2.132734
-44.630919,-156.058367,-53.349894
-103.012393,-119.547724,-34.859665
-101.478082,60.520739,15.932799
21.454390,16.362853,51.192476
34.652980,-37.747185,27.356821
77.708996,-67.805873,35.241152
83.269756,-39.962770,36.730350
77.660922,123.985518,60.779468
80.704632,68.769972,11.603180
-34.056679,40.064706,-30.975523
-79.706042,-20.896857,-35.497214
-71.463691,-85.931072,48.681167
13.083497,22.410293,16.301941
63.300948,-8.812545,14.384270
37.411625,-17.488144,48.370141
19.587150,-46.187829,1.426123
28.376468,-59.857352,12.502702
14.466568,25.979911,-25.198130
-28.989367,47.406685,20.047551
-42.202863,42.749273,5.527021
-53.255090,-1.319048,6.156043
-25.791611,52.653828,20.023472
33.510475,37.994250,-3.289827
53.059601,40.399308,16.882238
43.668749,-20.415996,47.533481
-38.194349,-12.645660,12.066187
-1.986878,16.581234,-35.714567
76.199031,-27.324116,5.866897
65.918185,-17.999357,7.503906
29.086106,-1.384966,-1.293868
7.908564,84.470759,33.517363
37.707835,112.553051,43.239970
65.313010,73.240574,49.746215
69.143733,42.928416,42.525045
65.816251,-16.023624,67.083825
52.986098,-6.378580,4.671229
67.680544,-53.367060,-18.329358
-0.242654,-40.176519,2.729998
-44.350054,-6.710299,-3.627733
-31.063037,7.300526,6.292444
-7.649273,-17.167603,7.245985
-37.573871,-33.085388,8.890075
